PolicyID,ProductID,PlanID,Sex,IssueDate,IssueAge,PolicyTerm,PolicyCount,SumAssured
8681,TERM_1,PLAN_A,M,47,15/12/2014,15,6,424993.3099
8682,TERM_2,PLAN_B,M,39,03/08/2015,15,18,170842.4484
8683,TERM_1,PLAN_A,F,44,05/10/2022,15,10,845091.0017
8684,TERM_1,PLAN_A,M,34,05/12/2015,10,12,381144.7465
8685,TERM_2,PLAN_B,M,29,30/07/2021,15,52,977968.4623
8686,TERM_1,PLAN_B,F,23,16/11/2016,10,93,736820.3466
8687,TERM_1,PLAN_A,F,56,31/10/2018,15,91,63431.41456
8688,TERM_1,PLAN_B,M,38,19/01/2024,20,1,427276.9516
8689,TERM_2,PLAN_B,M,23,22/03/2012,15,20,268677.6035
8690,TERM_2,PLAN_A,M,57,13/06/2017,10,56,499700.1351
8691,TERM_2,PLAN_A,F,27,20/11/2024,10,57,435724.1896
8692,TERM_1,PLAN_A,F,25,03/11/2016,20,42,199687.8442
8693,TERM_2,PLAN_B,F,39,15/09/2011,10,41,605729.7917
8694,TERM_1,PLAN_A,F,45,24/07/2014,10,90,98462.62844
8695,TERM_2,PLAN_A,M,43,02/08/2017,20,35,32814.69337
8696,TERM_1,PLAN_A,F,49,30/04/2024,20,57,695509.5377
8697,TERM_2,PLAN_A,F,33,17/12/2014,20,85,712117.5259
8698,TERM_2,PLAN_A,F,56,13/02/2023,20,75,245285.4046
8699,TERM_2,PLAN_A,M,49,11/04/2011,20,67,241924.1517
8700,TERM_1,PLAN_B,M,31,19/06/2016,15,70,595790.1143
8701,TERM_1,PLAN_B,F,42,01/12/2014,10,43,790774.2271
8702,TERM_1,PLAN_B,F,48,04/09/2011,15,35,468887.9434
8703,TERM_2,PLAN_B,M,53,01/12/2021,20,97,533883.9555
8704,TERM_1,PLAN_A,F,38,04/02/2021,20,96,100567.5486
8705,TERM_2,PLAN_B,M,40,13/12/2011,15,93,147331.8614
8706,TERM_2,PLAN_B,M,43,03/08/2013,20,21,512461.4714
8707,TERM_1,PLAN_A,M,43,30/03/2023,15,81,578387.858
8708,TERM_1,PLAN_B,F,47,20/12/2016,10,88,475566.6989
8709,TERM_2,PLAN_A,M,26,19/09/2013,15,23,989811.0681
8710,TERM_1,PLAN_A,M,46,21/03/2013,10,43,483793.7151
8711,TERM_1,PLAN_B,M,27,17/02/2016,10,21,124162.1626
8712,TERM_1,PLAN_A,M,26,06/01/2017,20,1,984615.2546
8713,TERM_2,PLAN_B,F,42,08/03/2024,20,81,143835.4215
8714,TERM_2,PLAN_B,F,37,05/02/2010,15,50,733654.2317
8715,TERM_2,PLAN_B,F,37,23/08/2023,20,10,441333.6448
8716,TERM_2,PLAN_B,F,33,13/05/2011,20,58,356659.8781
8717,TERM_1,PLAN_A,F,49,28/07/2016,10,2,819054.4359
8718,TERM_1,PLAN_A,F,22,03/12/2024,20,49,142890.181
8719,TERM_2,PLAN_B,M,24,16/09/2018,15,28,812226.6836
8720,TERM_1,PLAN_A,F,39,10/05/2012,20,93,740551.2785
8721,TERM_1,PLAN_A,F,26,25/01/2013,15,73,651595.6347
8722,TERM_1,PLAN_B,F,27,16/05/2024,10,89,770336.674
8723,TERM_2,PLAN_A,M,24,06/10/2024,10,65,287686.4012
8724,TERM_2,PLAN_B,F,31,12/12/2021,20,70,906853.7088
8725,TERM_2,PLAN_B,M,33,18/04/2011,20,23,622601.3837
8726,TERM_1,PLAN_B,F,39,21/09/2023,20,58,955877.8053
8727,TERM_2,PLAN_A,M,38,28/07/2019,15,56,147494.4599
8728,TERM_2,PLAN_A,M,36,14/09/2024,10,59,584721.4706
8729,TERM_2,PLAN_A,F,42,14/02/2015,10,100,934484.9685
8730,TERM_2,PLAN_A,F,36,11/01/2016,20,67,475261.0462
8731,TERM_2,PLAN_B,F,51,03/01/2013,20,85,576508.2908
8732,TERM_2,PLAN_A,F,29,01/07/2016,15,27,288524.638
8733,TERM_2,PLAN_A,F,22,18/01/2016,10,47,276326.3998
8734,TERM_2,PLAN_B,M,45,28/10/2011,20,89,959259.1715
8735,TERM_1,PLAN_A,M,25,12/10/2018,20,72,748222.5235
8736,TERM_1,PLAN_A,M,29,07/08/2021,20,43,602796.1759
8737,TERM_2,PLAN_A,M,47,08/05/2022,10,82,768114.2988
8738,TERM_1,PLAN_A,F,50,07/09/2015,15,59,612879.6829
8739,TERM_1,PLAN_A,M,52,01/08/2015,20,87,234175.2842
8740,TERM_2,PLAN_A,F,57,08/05/2012,10,31,989692.0526
8741,TERM_1,PLAN_B,F,42,04/09/2016,10,19,142364.5744
8742,TERM_2,PLAN_B,M,49,03/08/2014,15,19,147514.749
8743,TERM_1,PLAN_A,F,49,08/06/2015,15,86,377004.2541
8744,TERM_1,PLAN_A,F,22,08/10/2024,15,23,474986.7631
8745,TERM_2,PLAN_A,F,23,22/08/2023,15,41,647468.6775
8746,TERM_2,PLAN_A,M,22,05/03/2020,10,54,410380.1769
8747,TERM_1,PLAN_A,M,26,15/03/2021,15,16,205380.6698
8748,TERM_1,PLAN_A,M,53,26/01/2016,15,3,434252.1974
8749,TERM_1,PLAN_B,F,40,21/04/2017,20,53,775663.9352
8750,TERM_2,PLAN_A,M,26,22/12/2024,15,94,808602.7297
8751,TERM_1,PLAN_B,M,40,26/03/2017,15,79,605355.2747
8752,TERM_2,PLAN_A,M,54,05/02/2020,15,89,478431.5525
8753,TERM_1,PLAN_B,M,36,29/08/2019,10,91,808381.855
8754,TERM_1,PLAN_A,M,58,11/02/2021,15,58,414200.3756
8755,TERM_1,PLAN_B,F,40,24/03/2017,20,68,300765.6419
8756,TERM_1,PLAN_A,M,23,26/10/2013,20,31,461541.2227
8757,TERM_2,PLAN_A,M,37,26/09/2017,15,88,216013.7447
8758,TERM_1,PLAN_A,F,51,04/08/2010,15,35,161813.986
8759,TERM_1,PLAN_B,F,30,14/02/2018,20,99,41882.79405
8760,TERM_2,PLAN_A,F,50,19/06/2023,15,7,143835.6993
8761,TERM_1,PLAN_A,F,30,21/09/2021,20,100,354811.1999
8762,TERM_2,PLAN_A,M,33,12/10/2023,15,68,624264.8511
8763,TERM_2,PLAN_B,F,36,18/01/2013,15,38,134285.1328
8764,TERM_1,PLAN_A,M,54,16/09/2017,20,91,751967.646
8765,TERM_2,PLAN_B,F,58,12/07/2021,10,59,863860.3522
8766,TERM_1,PLAN_B,F,21,11/04/2013,20,8,349521.5362
8767,TERM_1,PLAN_A,M,53,12/01/2019,15,25,280973.2569
8768,TERM_1,PLAN_A,F,40,06/05/2017,10,44,713470.6925
8769,TERM_2,PLAN_B,F,57,06/02/2017,10,66,555947.1779
8770,TERM_2,PLAN_B,F,57,21/10/2014,15,7,285692.5901
8771,TERM_1,PLAN_B,F,52,06/10/2024,15,42,525383.9685
8772,TERM_1,PLAN_B,F,38,10/03/2023,20,73,134998.6788
8773,TERM_1,PLAN_B,F,59,24/05/2021,15,50,580476.3907
8774,TERM_1,PLAN_A,F,38,25/04/2019,15,52,655545.3678
8775,TERM_2,PLAN_A,M,52,04/09/2023,10,93,920998.8351
8776,TERM_1,PLAN_A,M,43,07/12/2016,15,25,342436.3696
8777,TERM_2,PLAN_A,M,26,16/03/2010,20,3,869569.0679
8778,TERM_2,PLAN_A,F,48,14/08/2020,10,53,474320.834
8779,TERM_2,PLAN_A,M,37,06/03/2023,10,3,336400.7504
8780,TERM_1,PLAN_A,M,40,31/07/2024,15,98,634873.9964
8781,TERM_1,PLAN_B,M,38,25/08/2017,10,5,554156.0409
8782,TERM_2,PLAN_A,M,34,21/07/2022,10,19,569873.5854
8783,TERM_1,PLAN_A,F,57,13/07/2023,20,99,601518.8171
8784,TERM_2,PLAN_A,F,57,19/04/2014,20,34,463938.7433
8785,TERM_1,PLAN_A,M,55,02/07/2017,15,30,227485.2083
8786,TERM_1,PLAN_A,F,32,20/04/2016,20,97,960289.5032
8787,TERM_1,PLAN_B,F,50,06/02/2024,20,35,44298.77398
8788,TERM_1,PLAN_B,F,28,17/05/2010,10,0,409532.4779
8789,TERM_1,PLAN_A,M,34,13/02/2014,10,98,437342.2008
8790,TERM_1,PLAN_A,M,52,25/10/2022,15,51,911150.2178
8791,TERM_1,PLAN_A,M,43,07/05/2023,15,65,438324.6436
8792,TERM_1,PLAN_B,M,45,21/08/2017,10,92,890143.7473
8793,TERM_2,PLAN_B,F,43,30/11/2015,20,79,287519.1268
8794,TERM_1,PLAN_B,M,59,28/01/2015,20,72,28434.02514
8795,TERM_1,PLAN_B,M,39,25/06/2022,20,35,805013.2508
8796,TERM_1,PLAN_A,F,40,10/05/2013,15,75,564041.8655
8797,TERM_1,PLAN_A,M,21,30/07/2012,10,5,818666.1168
8798,TERM_2,PLAN_B,F,24,09/01/2016,20,78,853413.9581
8799,TERM_1,PLAN_A,M,58,30/04/2010,15,99,911543.9277
8800,TERM_2,PLAN_B,F,21,23/10/2021,20,94,139445.9472
8801,TERM_1,PLAN_A,F,41,26/06/2010,15,65,660619.0096
8802,TERM_1,PLAN_B,M,36,29/05/2013,15,36,271630.4038
8803,TERM_1,PLAN_A,M,29,27/10/2021,15,24,894457.5517
8804,TERM_1,PLAN_B,F,32,25/06/2020,15,79,442582.2583
8805,TERM_1,PLAN_B,M,28,12/01/2018,20,46,515866.9938
8806,TERM_2,PLAN_A,M,54,01/11/2021,20,8,748391.6659
8807,TERM_2,PLAN_B,F,52,13/03/2015,15,96,449832.3145
8808,TERM_2,PLAN_A,M,56,23/06/2018,15,54,57810.32021
8809,TERM_1,PLAN_A,M,52,10/09/2011,15,14,293921.0604
8810,TERM_2,PLAN_B,F,38,05/10/2012,15,11,960613.286
8811,TERM_2,PLAN_B,M,36,04/10/2022,20,35,431809.7241
8812,TERM_2,PLAN_B,F,56,23/01/2023,15,61,491261.0833
8813,TERM_2,PLAN_B,F,32,29/08/2016,20,20,678004.8405
8814,TERM_1,PLAN_B,F,54,29/03/2013,20,10,275240.9484
8815,TERM_2,PLAN_B,F,30,10/04/2020,15,1,852325.4313
8816,TERM_2,PLAN_A,M,38,12/12/2013,15,44,998797.4604
8817,TERM_2,PLAN_A,F,32,06/04/2010,20,73,147288.9418
8818,TERM_2,PLAN_A,F,53,25/05/2011,20,3,628346.9832
8819,TERM_2,PLAN_A,F,37,07/09/2019,15,35,419113.2554
8820,TERM_1,PLAN_B,F,47,02/05/2023,15,22,176739.18
8821,TERM_2,PLAN_A,M,37,07/08/2012,10,81,621980.7368
8822,TERM_2,PLAN_A,M,55,05/08/2014,20,6,17850.02682
8823,TERM_1,PLAN_B,F,51,10/10/2021,10,82,960521.8792
8824,TERM_1,PLAN_B,M,59,28/01/2018,10,10,843541.8254
8825,TERM_1,PLAN_A,M,59,04/03/2016,20,24,431719.5892
8826,TERM_2,PLAN_B,F,23,04/05/2010,20,52,100700.6419
8827,TERM_1,PLAN_B,M,42,11/10/2019,20,35,394172.022
8828,TERM_1,PLAN_B,F,52,03/01/2015,10,85,961043.1418
8829,TERM_1,PLAN_A,F,25,17/07/2021,10,0,782177.8522
8830,TERM_2,PLAN_B,F,29,27/03/2011,15,20,405940.2365
8831,TERM_2,PLAN_A,F,41,12/11/2010,15,49,582683.169
8832,TERM_1,PLAN_A,F,21,10/01/2016,15,30,767041.4324
8833,TERM_1,PLAN_A,M,40,14/08/2017,10,67,924137.5188
8834,TERM_1,PLAN_A,M,45,03/10/2018,15,31,847542.6727
8835,TERM_1,PLAN_B,F,22,26/01/2014,20,8,972161.3021
8836,TERM_2,PLAN_B,M,57,25/12/2020,15,23,477877.1627
8837,TERM_2,PLAN_A,F,24,10/09/2018,10,55,511404.9035
8838,TERM_2,PLAN_B,F,41,17/01/2014,15,75,782332.3443
8839,TERM_1,PLAN_B,M,24,28/02/2010,20,74,724746.0894
8840,TERM_2,PLAN_A,M,52,14/03/2018,20,93,938517.1691
8841,TERM_1,PLAN_B,M,36,06/12/2018,20,28,157874.7171
8842,TERM_1,PLAN_A,M,36,10/10/2019,15,77,33247.15342
8843,TERM_2,PLAN_B,M,27,05/07/2019,10,35,152999.0097
8844,TERM_2,PLAN_A,M,56,14/02/2023,15,15,746124.4493
8845,TERM_1,PLAN_B,M,59,22/04/2018,20,33,174276.1937
8846,TERM_2,PLAN_A,M,46,09/01/2024,15,31,339108.1899
8847,TERM_2,PLAN_A,F,50,31/12/2020,10,95,846343.2878
8848,TERM_2,PLAN_B,M,31,21/09/2012,10,57,623931.2528
8849,TERM_1,PLAN_B,M,44,20/05/2016,15,83,888870.2048
8850,TERM_2,PLAN_B,F,27,15/02/2012,15,33,660948.8865
8851,TERM_2,PLAN_A,M,20,03/12/2012,10,88,572214.6691
8852,TERM_1,PLAN_B,M,49,08/11/2024,15,67,486336.2758
8853,TERM_2,PLAN_A,M,45,08/10/2020,15,83,381509.5788
8854,TERM_2,PLAN_B,M,35,23/06/2016,20,0,899394.5856
8855,TERM_1,PLAN_B,M,58,21/02/2016,20,86,627002.3758
8856,TERM_1,PLAN_A,M,37,28/12/2020,10,58,300144.1412
8857,TERM_1,PLAN_A,F,29,27/02/2012,10,86,418885.387
8858,TERM_1,PLAN_B,M,56,02/07/2019,15,95,567390.11
8859,TERM_1,PLAN_A,M,42,04/02/2024,20,20,369520.2327
8860,TERM_1,PLAN_A,F,51,01/07/2010,15,24,277520.1111
8861,TERM_1,PLAN_B,M,36,24/05/2023,20,8,911276.0265
8862,TERM_2,PLAN_A,M,45,17/06/2013,20,75,678000.9905
8863,TERM_2,PLAN_B,F,37,07/09/2016,20,4,970095.6847
8864,TERM_2,PLAN_B,M,42,02/09/2012,10,76,731732.7734
8865,TERM_1,PLAN_A,M,35,07/06/2018,20,91,504922.5244
8866,TERM_1,PLAN_B,M,53,18/10/2015,20,55,891819.9076
8867,TERM_2,PLAN_A,F,59,12/05/2023,10,48,734066.0311
8868,TERM_2,PLAN_B,F,58,02/07/2019,20,11,114195.9479
8869,TERM_1,PLAN_A,M,46,29/11/2022,20,76,198678.5473
8870,TERM_1,PLAN_A,M,55,03/04/2019,15,53,673791.6072
8871,TERM_1,PLAN_B,F,30,24/09/2019,15,79,163432.2885
8872,TERM_1,PLAN_B,F,55,28/10/2012,10,76,403189.7452
8873,TERM_2,PLAN_B,M,22,12/12/2024,15,38,864586.024
8874,TERM_1,PLAN_B,F,38,12/07/2012,15,31,966969.6998
8875,TERM_2,PLAN_A,M,44,22/05/2012,20,93,286653.3109
8876,TERM_1,PLAN_A,M,36,12/10/2010,10,97,625837.9276
8877,TERM_1,PLAN_A,M,20,27/06/2013,15,1,707939.6355
8878,TERM_1,PLAN_A,M,32,11/07/2024,10,64,776426.3844
8879,TERM_1,PLAN_B,M,21,29/11/2015,15,95,440422.6586
8880,TERM_2,PLAN_B,M,43,17/07/2012,20,64,535866.7276
8881,TERM_1,PLAN_A,F,26,02/08/2020,15,41,562100.5561
8882,TERM_1,PLAN_A,M,37,08/03/2015,10,4,803613.2591
8883,TERM_2,PLAN_A,M,55,23/10/2015,15,99,811598.9279
8884,TERM_1,PLAN_B,M,35,17/04/2021,15,67,357103.8417
8885,TERM_1,PLAN_B,M,23,20/07/2012,10,76,775143.2284
8886,TERM_2,PLAN_A,F,31,18/10/2022,10,14,671002.9073
8887,TERM_2,PLAN_B,F,56,27/12/2024,15,70,14980.15674
8888,TERM_2,PLAN_A,M,42,30/06/2021,15,85,886278.5206
8889,TERM_1,PLAN_B,F,38,13/12/2020,10,39,413339.6043
8890,TERM_1,PLAN_B,M,30,07/07/2016,10,40,440226.8408
8891,TERM_1,PLAN_A,M,44,18/01/2022,20,4,160382.4396
8892,TERM_1,PLAN_B,F,42,19/04/2015,20,8,411756.8234
8893,TERM_2,PLAN_B,F,28,24/04/2013,20,65,837511.2783
8894,TERM_1,PLAN_B,F,58,18/10/2021,10,97,198938.2059
8895,TERM_2,PLAN_A,F,40,29/07/2010,20,46,173615.6524
8896,TERM_1,PLAN_B,F,39,27/06/2015,15,73,340795.3893
8897,TERM_2,PLAN_A,F,37,11/12/2019,10,70,123867.0059
8898,TERM_2,PLAN_A,M,23,30/10/2011,20,30,470051.534
8899,TERM_2,PLAN_B,F,28,14/12/2012,20,14,370533.2048
8900,TERM_2,PLAN_B,F,59,10/04/2015,10,7,386896.5233
8901,TERM_2,PLAN_B,M,25,24/03/2014,20,60,263386.9759
8902,TERM_1,PLAN_A,M,37,11/03/2013,10,51,51820.51031
8903,TERM_1,PLAN_B,F,37,07/09/2021,20,5,871626.302
8904,TERM_2,PLAN_A,F,32,27/04/2019,15,25,486907.2967
8905,TERM_1,PLAN_B,M,51,26/02/2013,10,21,749705.7282
8906,TERM_2,PLAN_A,M,35,03/12/2017,20,96,113847.1059
8907,TERM_1,PLAN_B,F,21,13/07/2023,10,3,889724.8158
8908,TERM_1,PLAN_A,F,46,04/09/2015,10,32,188685.2475
8909,TERM_2,PLAN_A,F,33,23/08/2024,20,6,700627.2824
8910,TERM_2,PLAN_B,F,39,02/08/2020,10,81,202218.7865
8911,TERM_1,PLAN_B,M,31,28/10/2014,10,46,174394.0637
8912,TERM_2,PLAN_B,M,31,16/08/2019,15,22,287239.147
8913,TERM_2,PLAN_A,F,52,17/02/2017,20,33,944940.499
8914,TERM_1,PLAN_A,M,51,21/06/2015,10,51,639474.2423
8915,TERM_1,PLAN_B,M,25,19/12/2014,10,59,774250.5078
8916,TERM_1,PLAN_A,M,33,06/05/2023,10,30,687650.8518
8917,TERM_1,PLAN_B,F,32,24/10/2018,15,65,838375.9971
8918,TERM_2,PLAN_B,F,54,18/12/2015,15,43,834876.5655
8919,TERM_1,PLAN_A,M,29,19/09/2022,20,55,812382.2164
8920,TERM_2,PLAN_A,F,28,22/05/2015,20,17,242269.8465
8921,TERM_2,PLAN_A,M,37,04/04/2023,20,37,927182.0873
8922,TERM_2,PLAN_A,M,55,26/03/2019,15,27,790998.736
8923,TERM_2,PLAN_A,M,54,11/01/2013,20,88,98959.43319
8924,TERM_2,PLAN_B,M,36,18/11/2023,20,78,220199.8753
8925,TERM_1,PLAN_A,F,53,10/11/2023,15,23,841461.3426
8926,TERM_2,PLAN_A,F,20,28/05/2019,10,22,540629.3297
8927,TERM_1,PLAN_A,M,35,30/07/2023,20,10,740832.213
8928,TERM_2,PLAN_B,M,40,06/01/2023,10,39,949870.2008
8929,TERM_2,PLAN_A,M,53,29/10/2022,15,35,152140.9814
8930,TERM_2,PLAN_A,F,57,23/06/2011,15,78,914746.4507
8931,TERM_2,PLAN_B,F,59,10/10/2018,10,81,386946.816
8932,TERM_1,PLAN_B,F,53,30/10/2023,15,8,344727.178
8933,TERM_1,PLAN_B,F,34,13/11/2011,20,95,529173.4075
8934,TERM_1,PLAN_A,F,43,15/12/2016,10,53,987417.6746
8935,TERM_2,PLAN_B,F,22,25/02/2011,15,5,955567.8939
8936,TERM_1,PLAN_A,M,27,08/03/2011,20,99,721558.1146
8937,TERM_2,PLAN_A,F,49,12/12/2024,10,85,69387.70333
8938,TERM_1,PLAN_A,F,39,07/03/2016,15,80,551783.6104
8939,TERM_2,PLAN_A,M,37,13/11/2012,15,6,478924.8385
8940,TERM_2,PLAN_B,F,40,24/10/2011,15,33,216329.626
8941,TERM_1,PLAN_B,F,49,29/09/2023,20,62,340348.8076
8942,TERM_1,PLAN_B,F,41,07/02/2022,20,18,646562.3511
8943,TERM_2,PLAN_A,M,28,09/07/2013,20,27,556936.034
8944,TERM_2,PLAN_A,M,58,01/01/2023,10,52,803545.1641
8945,TERM_1,PLAN_A,F,26,26/08/2021,10,8,104237.2756
8946,TERM_2,PLAN_B,M,49,26/02/2011,10,11,282194.9461
8947,TERM_2,PLAN_B,F,35,16/06/2023,20,29,557659.3184
8948,TERM_1,PLAN_B,F,48,18/09/2018,20,94,59890.65582
8949,TERM_2,PLAN_B,M,40,29/06/2020,15,37,187895.1044
8950,TERM_1,PLAN_B,M,21,05/08/2020,20,6,544065.023
8951,TERM_1,PLAN_A,F,34,08/03/2014,15,35,722527.5048
8952,TERM_1,PLAN_B,M,59,18/09/2019,10,94,152413.4578
8953,TERM_2,PLAN_A,F,47,21/12/2019,20,25,438454.7637
8954,TERM_2,PLAN_B,M,21,07/03/2014,20,97,445849.8612
8955,TERM_2,PLAN_A,M,48,14/09/2011,15,57,641252.439
8956,TERM_1,PLAN_B,M,52,06/01/2010,20,41,994234.2228
8957,TERM_1,PLAN_A,F,31,04/05/2011,15,90,500925.6154
8958,TERM_1,PLAN_A,M,42,14/03/2012,15,67,961875.2154
8959,TERM_2,PLAN_B,F,55,16/04/2013,20,78,794143.6787
8960,TERM_1,PLAN_A,M,42,21/06/2020,15,36,29301.59621
8961,TERM_2,PLAN_B,M,31,23/12/2017,10,6,452863.837
8962,TERM_2,PLAN_A,F,26,11/06/2017,20,19,485706.2847
8963,TERM_1,PLAN_B,F,37,11/01/2010,10,39,950669.6277
8964,TERM_2,PLAN_B,F,22,08/05/2020,20,57,600388.4628
8965,TERM_1,PLAN_B,F,33,30/06/2021,20,33,236778.8078
8966,TERM_2,PLAN_A,F,32,06/12/2024,10,86,261700.2729
8967,TERM_1,PLAN_B,F,20,04/06/2010,15,47,725986.3245
8968,TERM_1,PLAN_B,F,20,29/04/2019,10,40,938829.8502
8969,TERM_1,PLAN_A,M,48,29/12/2020,15,100,250054.8852
8970,TERM_1,PLAN_B,F,36,29/07/2016,15,90,572071.3707
8971,TERM_1,PLAN_B,M,35,24/07/2010,10,46,330774.1216
8972,TERM_2,PLAN_A,F,59,03/07/2023,15,82,117403.9612
8973,TERM_2,PLAN_B,F,53,04/09/2012,15,9,244477.0651
8974,TERM_2,PLAN_B,F,50,17/10/2020,10,67,302586.6311
8975,TERM_2,PLAN_B,M,21,14/02/2012,15,86,705648.6984
8976,TERM_1,PLAN_A,M,52,18/01/2021,15,3,521828.1584
8977,TERM_1,PLAN_A,F,40,30/03/2011,10,57,975843.0069
8978,TERM_2,PLAN_A,M,26,19/05/2013,20,74,276237.2909
8979,TERM_1,PLAN_B,F,37,05/11/2012,20,42,449404.3414
8980,TERM_1,PLAN_A,M,50,08/12/2023,10,85,260358.7898
8981,TERM_2,PLAN_B,M,35,06/07/2016,10,47,395743.9534
8982,TERM_1,PLAN_A,F,45,11/10/2023,20,97,517335.4758
8983,TERM_1,PLAN_B,M,26,30/11/2017,15,14,74604.18273
8984,TERM_2,PLAN_A,M,31,01/05/2023,15,57,137818.2389
8985,TERM_1,PLAN_B,M,34,06/02/2018,20,24,143200.2298
8986,TERM_1,PLAN_A,F,47,09/02/2014,15,96,136817.4847
8987,TERM_2,PLAN_A,M,58,06/10/2013,20,29,189839.6811
8988,TERM_1,PLAN_A,F,32,07/06/2016,15,53,386382.7092
8989,TERM_2,PLAN_B,M,26,07/03/2010,15,8,889861.7751
8990,TERM_1,PLAN_A,M,37,20/11/2018,15,14,380605.0988
8991,TERM_1,PLAN_A,M,44,30/08/2010,15,81,575940.1892
8992,TERM_2,PLAN_B,F,48,07/09/2013,10,77,205411.9553
8993,TERM_1,PLAN_A,F,30,01/09/2016,20,81,535998.1502
8994,TERM_1,PLAN_A,M,20,13/04/2019,15,80,905398.5538
8995,TERM_2,PLAN_B,M,51,13/08/2018,20,77,486214.1838
8996,TERM_1,PLAN_A,M,48,09/12/2023,20,32,234867.713
8997,TERM_1,PLAN_B,M,22,06/07/2015,15,73,635521.7461
8998,TERM_2,PLAN_B,M,39,26/07/2022,15,97,942931.2843
8999,TERM_1,PLAN_B,M,42,11/03/2023,15,11,666399.7946
9000,TERM_2,PLAN_A,F,35,01/05/2013,10,66,806735.0676
9001,TERM_2,PLAN_B,M,20,19/03/2011,10,100,106784.9117
9002,TERM_2,PLAN_B,M,47,12/07/2024,10,21,976805.559
9003,TERM_2,PLAN_B,M,48,03/06/2023,20,88,244890.5107
9004,TERM_2,PLAN_A,M,28,19/08/2019,20,53,788968.3052
9005,TERM_1,PLAN_B,F,40,19/03/2020,20,14,833842.1514
9006,TERM_1,PLAN_B,M,28,26/02/2023,20,9,663044.6388
9007,TERM_2,PLAN_B,F,21,18/09/2016,10,50,575377.6729
9008,TERM_2,PLAN_B,M,32,24/04/2011,20,30,382978.1749
9009,TERM_2,PLAN_A,M,39,26/08/2021,15,19,313801.356
9010,TERM_1,PLAN_B,M,34,30/05/2014,15,28,654489.26
9011,TERM_1,PLAN_B,M,26,16/03/2022,20,63,237583.7204
9012,TERM_1,PLAN_A,M,27,29/06/2011,20,19,15776.51779
9013,TERM_2,PLAN_B,F,43,20/01/2020,20,38,256918.2676
9014,TERM_2,PLAN_A,M,55,12/04/2024,10,4,412935.3894
9015,TERM_2,PLAN_B,F,44,19/01/2022,15,19,823468.6815
9016,TERM_1,PLAN_A,M,29,09/03/2021,15,94,403661.3448
9017,TERM_2,PLAN_A,F,26,06/02/2024,15,10,467700.0026
9018,TERM_1,PLAN_B,F,49,29/06/2018,10,30,522123.475
9019,TERM_2,PLAN_A,F,57,19/07/2015,20,28,52328.20384
9020,TERM_2,PLAN_B,F,48,22/03/2024,20,30,945520.5388
9021,TERM_1,PLAN_A,M,27,11/09/2024,20,38,132839.6861
9022,TERM_1,PLAN_B,F,35,14/11/2015,10,33,890467.2706
9023,TERM_1,PLAN_A,M,49,25/04/2019,10,37,587965.6894
9024,TERM_1,PLAN_A,F,59,04/05/2016,20,8,532228.2445
9025,TERM_2,PLAN_B,M,54,04/10/2023,15,61,268725.2007
9026,TERM_2,PLAN_B,F,56,25/12/2012,15,59,58971.52427
9027,TERM_2,PLAN_B,M,30,10/02/2024,10,5,546343.0522
9028,TERM_2,PLAN_B,M,53,12/08/2020,15,73,307095.9054
9029,TERM_2,PLAN_B,F,35,30/09/2019,20,33,215340.054
9030,TERM_1,PLAN_B,M,28,18/05/2017,10,15,301285.3124
9031,TERM_1,PLAN_A,F,32,07/07/2017,15,65,317305.6697
9032,TERM_1,PLAN_B,F,54,30/11/2012,15,28,247367.6883
9033,TERM_2,PLAN_B,F,53,31/05/2021,20,22,190809.3483
9034,TERM_1,PLAN_B,M,42,30/10/2013,10,2,730748.5629
9035,TERM_2,PLAN_B,M,57,11/08/2021,15,42,652161.7389
9036,TERM_1,PLAN_B,M,57,12/03/2023,15,58,814145.6714
9037,TERM_2,PLAN_A,M,52,14/11/2012,15,82,729899.1795
9038,TERM_2,PLAN_B,M,20,24/01/2014,20,44,547694.0126
9039,TERM_2,PLAN_B,F,42,01/09/2018,10,51,271221.1567
9040,TERM_1,PLAN_A,M,25,05/11/2012,10,68,351956.4334
9041,TERM_1,PLAN_A,M,40,23/02/2022,20,39,379938.5694
9042,TERM_2,PLAN_A,F,41,18/10/2011,15,38,819515.4231
9043,TERM_2,PLAN_A,F,26,02/02/2020,10,54,917329.5058
9044,TERM_1,PLAN_A,F,28,31/07/2016,20,76,717562.3862
9045,TERM_2,PLAN_B,M,38,16/05/2016,15,66,164317.5475
9046,TERM_1,PLAN_A,M,25,07/03/2010,20,99,915337.6345
9047,TERM_1,PLAN_B,F,56,09/05/2011,15,60,981227.2102
9048,TERM_2,PLAN_A,F,52,03/06/2012,20,27,955824.0969
9049,TERM_1,PLAN_A,M,53,20/07/2011,15,98,492714.074
9050,TERM_1,PLAN_A,M,49,13/03/2022,20,12,888639.9689
9051,TERM_2,PLAN_B,M,48,13/05/2021,15,78,755188.2004
9052,TERM_1,PLAN_B,F,21,14/02/2023,10,42,108936.9153
9053,TERM_2,PLAN_A,F,22,30/01/2012,15,87,727712.5768
9054,TERM_2,PLAN_A,F,45,11/12/2013,20,52,463509.2391
9055,TERM_1,PLAN_A,M,58,12/02/2017,20,77,497200.1946
9056,TERM_1,PLAN_B,F,59,15/05/2020,15,80,129208.9685
9057,TERM_1,PLAN_B,M,35,10/12/2011,10,56,580642.2782
